timestamp,lux
2025-06-22 00:00:00,29
2025-06-22 01:00:00,37
2025-06-22 02:00:00,34
2025-06-22 03:00:00,32
2025-06-22 04:00:00,31
2025-06-22 05:00:00,41
2025-06-22 06:00:00,45
2025-06-22 07:00:00,48
2025-06-22 08:00:00,52
2025-06-22 09:00:00,73
2025-06-22 10:00:00,125
2025-06-22 11:00:00,138
2025-06-22 12:00:00,155
2025-06-22 13:00:00,162
2025-06-22 14:00:00,145
2025-06-22 15:00:00,123
2025-06-22 16:00:00,93
2025-06-22 17:00:00,72
2025-06-22 18:00:00,63
2025-06-22 19:00:00,58
2025-06-22 20:00:00,53
2025-06-22 21:00:00,47
2025-06-22 22:00:00,41
2025-06-22 23:00:00,39
2025-06-23 00:00:00,36
2025-06-23 01:00:00,35
2025-06-23 02:00:00,33
2025-06-23 03:00:00,31
2025-06-23 04:00:00,28
2025-06-23 05:00:00,43
2025-06-23 06:00:00,46
2025-06-23 07:00:00,49
2025-06-23 08:00:00,55
2025-06-23 09:00:00,75
2025-06-23 10:00:00,128
2025-06-23 11:00:00,140
2025-06-23 12:00:00,158
2025-06-23 13:00:00,165
2025-06-23 14:00:00,142
2025-06-23 15:00:00,125
2025-06-23 16:00:00,95
2025-06-23 17:00:00,74
2025-06-23 18:00:00,65
2025-06-23 19:00:00,57
2025-06-23 20:00:00,52
2025-06-23 21:00:00,46
2025-06-23 22:00:00,43
2025-06-23 23:00:00,41
2025-06-24 00:00:00,39
2025-06-24 01:00:00,38
2025-06-24 02:00:00,36
2025-06-24 03:00:00,35
2025-06-24 04:00:00,29
2025-06-24 05:00:00,38
2025-06-24 06:00:00,40
2025-06-24 07:00:00,43
2025-06-24 08:00:00,51
2025-06-24 09:00:00,71
2025-06-24 10:00:00,122
2025-06-24 11:00:00,137
2025-06-24 12:00:00,153
2025-06-24 13:00:00,161
2025-06-24 14:00:00,143
2025-06-24 15:00:00,121
2025-06-24 16:00:00,91
2025-06-24 17:00:00,71
2025-06-24 18:00:00,61
2025-06-24 19:00:00,56
2025-06-24 20:00:00,51
2025-06-24 21:00:00,44
2025-06-24 22:00:00,40
2025-06-24 23:00:00,37
2025-06-25 00:00:00,35
2025-06-25 01:00:00,34
2025-06-25 02:00:00,32
2025-06-25 03:00:00,30
2025-06-25 04:00:00,27
2025-06-25 05:00:00,39
2025-06-25 06:00:00,41
2025-06-25 07:00:00,44
2025-06-25 08:00:00,49
2025-06-25 09:00:00,68
2025-06-25 10:00:00,118
2025-06-25 11:00:00,133
2025-06-25 12:00:00,148
2025-06-25 13:00:00,158
2025-06-25 14:00:00,138
2025-06-25 15:00:00,118
2025-06-25 16:00:00,88
2025-06-25 17:00:00,68
2025-06-25 18:00:00,58
2025-06-25 19:00:00,53
2025-06-25 20:00:00,48
2025-06-25 21:00:00,43
2025-06-25 22:00:00,39
2025-06-25 23:00:00,36
2025-06-26 00:00:00,34
2025-06-26 01:00:00,33
2025-06-26 02:00:00,31
2025-06-26 03:00:00,29
2025-06-26 04:00:00,26
2025-06-26 05:00:00,37
2025-06-26 06:00:00,39
2025-06-26 07:00:00,42
2025-06-26 08:00:00,47
2025-06-26 09:00:00,66
2025-06-26 10:00:00,115
2025-06-26 11:00:00,130
2025-06-26 12:00:00,145
2025-06-26 13:00:00,155
2025-06-26 14:00:00,135
2025-06-26 15:00:00,115
2025-06-26 16:00:00,85
2025-06-26 17:00:00,65
2025-06-26 18:00:00,55
2025-06-26 19:00:00,50
2025-06-26 20:00:00,45
2025-06-26 21:00:00,40
2025-06-26 22:00:00,37
2025-06-26 23:00:00,34
2025-06-27 00:00:00,32
2025-06-27 01:00:00,35
2025-06-27 02:00:00,30
2025-06-27 03:00:00,28
2025-06-27 04:00:00,29
2025-06-27 05:00:00,40
2025-06-27 06:00:00,43
2025-06-27 07:00:00,46
2025-06-27 08:00:00,50
2025-06-27 09:00:00,69
2025-06-27 10:00:00,118
2025-06-27 11:00:00,133
2025-06-27 12:00:00,148
2025-06-27 13:00:00,152
2025-06-27 14:00:00,137
2025-06-27 15:00:00,117
2025-06-27 16:00:00,88
2025-06-27 17:00:00,67
2025-06-27 18:00:00,58
2025-06-27 19:00:00,53
2025-06-27 20:00:00,48
2025-06-27 21:00:00,42
2025-06-27 22:00:00,36
2025-06-27 23:00:00,33
2025-06-28 00:00:00,30
2025-06-28 01:00:00,34
2025-06-28 02:00:00,32
2025-06-28 03:00:00,31
2025-06-28 04:00:00,27
2025-06-28 05:00:00,38
2025-06-28 06:00:00,40
2025-06-28 07:00:00,43
2025-06-28 08:00:00,49
2025-06-28 09:00:00,68
2025-06-28 10:00:00,116
2025-06-28 11:00:00,131
2025-06-28 12:00:00,146
2025-06-28 13:00:00,156
2025-06-28 14:00:00,136
2025-06-28 15:00:00,116
2025-06-28 16:00:00,86
2025-06-28 17:00:00,66
2025-06-28 18:00:00,56
2025-06-28 19:00:00,51
2025-06-28 20:00:00,46
2025-06-28 21:00:00,41
2025-06-28 22:00:00,38
2025-06-28 23:00:00,35
2025-06-29 00:00:00,33
2025-06-29 01:00:00,36
2025-06-29 02:00:00,33
2025-06-29 03:00:00,30
2025-06-29 04:00:00,28
2025-06-29 05:00:00,39
2025-06-29 06:00:00,42
2025-06-29 07:00:00,45
2025-06-29 08:00:00,51
2025-06-29 09:00:00,70
2025-06-29 10:00:00,119
2025-06-29 11:00:00,134
2025-06-29 12:00:00,149
2025-06-29 13:00:00,159
2025-06-29 14:00:00,139
2025-06-29 15:00:00,119
2025-06-29 16:00:00,89
2025-06-29 17:00:00,69
2025-06-29 18:00:00,59
2025-06-29 19:00:00,54
2025-06-29 20:00:00,49
2025-06-29 21:00:00,44
2025-06-29 22:00:00,41
2025-06-29 23:00:00,38
2025-06-30 00:00:00,36
2025-06-30 01:00:00,35
2025-06-30 02:00:00,34
2025-06-30 03:00:00,32
2025-06-30 04:00:00,29
2025-06-30 05:00:00,41
2025-06-30 06:00:00,44
2025-06-30 07:00:00,47
2025-06-30 08:00:00,53
2025-06-30 09:00:00,72
2025-06-30 10:00:00,121
2025-06-30 11:00:00,136
2025-06-30 12:00:00,151
2025-06-30 13:00:00,160
2025-06-30 14:00:00,141
2025-06-30 15:00:00,122
2025-06-30 16:00:00,92
2025-06-30 17:00:00,72
2025-06-30 18:00:00,62
2025-06-30 19:00:00,55
2025-06-30 20:00:00,50
2025-06-30 21:00:00,45
2025-06-30 22:00:00,42
2025-06-30 23:00:00,39
2025-06-30 24:00:00,37
